observer,cd,targ_side,bk,t,rt,acc
d7,brief,absent,block 2,144,0.821,0
d7,brief,heterogeneous,block 2,145,0.982,1
d7,brief,homogeneous,block 2,146,0.602,1
d7,brief,homogeneous,block 2,147,0.722,1
d7,brief,absent,block 2,148,2.451,1
d7,brief,heterogeneous,block 2,149,1.481,0
d7,brief,absent,block 2,150,2.372,1
d7,brief,homogeneous,block 2,151,0.531,1
d7,brief,absent,block 2,152,0.951,1
d7,brief,absent,block 2,153,1.542,1
d7,brief,homogeneous,block 2,154,0.651,1
d7,brief,absent,block 2,155,1.261,1
d7,brief,absent,block 2,156,1.401,1
d7,brief,heterogeneous,block 2,157,1.722,0
d7,brief,heterogeneous,block 2,158,2.051,0
d7,brief,absent,block 2,159,3.012,1
d7,brief,absent,block 2,160,2.471,1
d7,brief,absent,block 2,161,1.592,1
d7,brief,absent,block 2,162,2.311,1
d7,brief,heterogeneous,block 2,163,2.341,0
d7,brief,absent,block 2,164,2.602,1
d7,brief,heterogeneous,block 2,165,2.201,0
d7,brief,absent,block 2,166,2.302,1
d7,brief,heterogeneous,block 2,167,3.001,0
d7,brief,absent,block 2,168,2.622,1
d7,brief,homogeneous,block 2,169,0.731,1
d7,brief,absent,block 2,170,2.531,1
d7,brief,absent,block 2,171,1.812,0
d7,brief,heterogeneous,block 2,172,2.141,0
d7,brief,absent,block 2,173,2.452,1
d7,brief,heterogeneous,block 2,174,2.061,0
d7,brief,homogeneous,block 2,175,0.622,1
d7,brief,heterogeneous,block 2,176,1.761,0
d7,brief,heterogeneous,block 2,177,1.161,1
d7,brief,homogeneous,block 2,178,0.612,1
d7,brief,heterogeneous,block 2,179,1.262,0
d7,brief,homogeneous,block 2,180,0.551,1
d7,brief,absent,block 2,181,2.042,1
d7,brief,absent,block 2,182,2.531,1
d7,brief,homogeneous,block 2,183,0.601,1
d7,brief,absent,block 2,184,2.302,1
d7,brief,heterogeneous,block 2,185,1.751,0
d7,brief,heterogeneous,block 2,186,2.552,0
d7,brief,absent,block 2,187,2.141,1
d7,brief,heterogeneous,block 2,188,2.271,0
d7,brief,heterogeneous,block 2,189,2.771,0
d7,brief,absent,block 2,190,2.571,1
d7,brief,absent,block 2,191,3.132,1
d7,brief,absent,block 2,192,1.511,0
d7,long,heterogeneous,block 1,1,3.762,0
d7,long,absent,block 1,2,10.632,1
d7,long,absent,block 1,3,5.141,1
d7,long,absent,block 1,4,7.752,1
d7,long,heterogeneous,block 1,5,7.592,0
d7,long,absent,block 1,6,8.842,1
d7,long,absent,block 1,7,8.272,1
d7,long,absent,block 1,8,6.262,0
d7,long,absent,block 1,9,8.682,1
d7,long,homogeneous,block 1,10,0.892,1
d7,long,homogeneous,block 1,11,0.741,1
d7,long,heterogeneous,block 1,12,7.782,0
d7,long,heterogeneous,block 1,13,8.852,0
d7,long,heterogeneous,block 1,14,3.111,1
d7,long,absent,block 1,15,8.622,1
d7,long,absent,block 1,16,7.492,1
d7,long,absent,block 1,17,8.272,1
d7,long,absent,block 1,18,7.552,1
d7,long,heterogeneous,block 1,19,4.131,0
d7,long,absent,block 1,20,9.022,1
d7,long,absent,block 1,21,7.402,1
d7,long,heterogeneous,block 1,22,13.863,0
d7,long,homogeneous,block 1,23,1.071,1
d7,long,absent,block 1,24,10.622,1
d7,long,absent,block 1,25,8.101,0
d7,long,absent,block 1,26,4.852,1
d7,long,absent,block 1,27,9.882,1
d7,long,heterogeneous,block 1,28,7.121,0
d7,long,homogeneous,block 1,29,0.682,1
d7,long,heterogeneous,block 1,30,8.122,0
d7,long,heterogeneous,block 1,31,4.431,1
d7,long,absent,block 1,32,5.181,0
d7,long,heterogeneous,block 1,33,6.371,1
d7,long,absent,block 1,34,11.352,1
d7,long,heterogeneous,block 1,35,9.112,0
d7,long,absent,block 1,36,9.212,0
d7,long,absent,block 1,37,4.751,1
d7,long,heterogeneous,block 1,38,6.182,1
d7,long,absent,block 1,39,1.401,0
d7,long,heterogeneous,block 1,40,13.183,0
d7,long,absent,block 1,41,2.311,0
d7,long,heterogeneous,block 1,42,6.882,0
d7,long,homogeneous,block 1,43,1.171,1
d7,long,homogeneous,block 1,44,0.812,1
d7,long,heterogeneous,block 1,45,9.843,0
d7,long,absent,block 1,46,9.402,1
d7,long,absent,block 1,47,6.162,1
d7,long,absent,block 1,48,7.522,1
d7,long,heterogeneous,block 1,49,6.752,0
d7,long,heterogeneous,block 1,50,7.682,0
d7,long,absent,block 1,51,12.282,1
d7,long,homogeneous,block 1,52,0.962,1
d7,long,absent,block 1,53,9.342,1
d7,long,homogeneous,block 1,54,0.891,1
d7,long,homogeneous,block 1,55,0.761,1
d7,long,absent,block 1,56,8.032,1
d7,long,homogeneous,block 1,57,0.781,1
d7,long,homogeneous,block 1,58,0.821,1
d7,long,absent,block 1,59,5.982,1
d7,long,homogeneous,block 1,60,0.712,1
d7,long,homogeneous,block 1,61,0.652,1
d7,long,absent,block 1,62,3.621,1
d7,long,absent,block 1,63,2.432,0
d7,long,absent,block 1,64,5.681,1
d7,long,homogeneous,block 1,65,0.911,1
d7,long,homogeneous,block 1,66,0.611,1
d7,long,absent,block 1,67,7.442,1
d7,long,absent,block 1,68,6.081,1
d7,long,homogeneous,block 1,69,0.732,1
d7,long,absent,block 1,70,3.982,1
d7,long,absent,block 1,71,4.012,1
d7,long,absent,block 1,72,4.551,1
d7,long,homogeneous,block 1,73,0.741,1
d7,long,absent,block 1,74,5.151,1
d7,long,homogeneous,block 1,75,0.711,1
d7,long,heterogeneous,block 1,76,0.862,1
d7,long,homogeneous,block 1,77,0.611,1
d7,long,absent,block 1,78,3.161,1
d7,long,heterogeneous,block 1,79,0.802,1
d7,long,absent,block 1,80,4.181,1
d7,long,absent,block 1,81,1.571,1
d7,long,homogeneous,block 1,82,0.672,1
d7,long,homogeneous,block 1,83,0.561,1
d7,long,absent,block 1,84,1.161,1
d7,long,heterogeneous,block 1,85,0.721,1
d7,long,heterogeneous,block 1,86,1.772,0
d7,long,homogeneous,block 1,87,0.681,1
d7,long,absent,block 1,88,5.652,1
d7,long,absent,block 1,89,3.811,1
d7,long,heterogeneous,block 1,90,3.402,0
d7,long,absent,block 1,91,4.621,1
d7,long,homogeneous,block 1,92,0.792,1
d7,long,heterogeneous,block 1,93,5.401,0
d7,long,homogeneous,block 1,94,0.752,1
d7,long,absent,block 1,95,3.852,1
d7,long,absent,block 1,96,2.591,1
d8,brief,absent,block 2,97,6.442,1
d8,brief,heterogeneous,block 2,98,3.731,0
d8,brief,homogeneous,block 2,99,2.412,1
d8,brief,homogeneous,block 2,100,1.621,1
d8,brief,homogeneous,block 2,101,2.551,1
d8,brief,absent,block 2,102,2.852,1
d8,brief,homogeneous,block 2,103,1.251,1
d8,brief,absent,block 2,104,2.931,0
d8,brief,homogeneous,block 2,105,1.031,1
d8,brief,heterogeneous,block 2,106,2.561,0
d8,brief,heterogeneous,block 2,107,3.662,0
d8,brief,heterogeneous,block 2,108,2.611,1
d8,brief,absent,block 2,109,2.342,1
d8,brief,homogeneous,block 2,110,0.941,1
d8,brief,heterogeneous,block 2,111,2.891,0
d8,brief,absent,block 2,112,3.742,1
d8,brief,heterogeneous,block 2,113,3.711,1
d8,brief,absent,block 2,114,3.162,1
d8,brief,absent,block 2,115,2.391,1
d8,brief,absent,block 2,116,2.421,0
d8,brief,absent,block 2,117,3.202,1
d8,brief,absent,block 2,118,3.181,1
d8,brief,absent,block 2,119,2.492,0
d8,brief,absent,block 2,120,3.211,1
d8,brief,heterogeneous,block 2,121,2.921,0
d8,brief,absent,block 2,122,4.871,1
d8,brief,absent,block 2,123,3.122,1
d8,brief,homogeneous,block 2,124,1.301,1
d8,brief,heterogeneous,block 2,125,2.391,1
d8,brief,absent,block 2,126,3.132,1
d8,brief,heterogeneous,block 2,127,3.881,0
d8,brief,absent,block 2,128,2.512,0
d8,brief,absent,block 2,129,2.391,1
d8,brief,homogeneous,block 2,130,1.021,1
d8,brief,heterogeneous,block 2,131,3.242,1
d8,brief,absent,block 2,132,2.411,1
d8,brief,absent,block 2,133,2.941,0
d8,brief,heterogeneous,block 2,134,2.611,1
d8,brief,heterogeneous,block 2,135,2.561,0
d8,brief,absent,block 2,136,3.672,1
d8,brief,homogeneous,block 2,137,0.951,1
d8,brief,homogeneous,block 2,138,0.991,1
d8,brief,heterogeneous,block 2,139,3.002,0
d8,brief,absent,block 2,140,3.641,1
d8,brief,absent,block 2,141,2.492,0
d8,brief,absent,block 2,142,3.661,1
d8,brief,absent,block 2,143,2.762,1
d8,brief,absent,block 2,144,2.492,0
d8,brief,absent,block 2,145,3.611,1
d8,brief,absent,block 2,146,5.692,1
d8,brief,absent,block 2,147,2.311,0
d8,brief,homogeneous,block 2,148,1.492,1
d8,brief,absent,block 2,149,2.461,0
d8,brief,absent,block 2,150,3.332,1
d8,brief,homogeneous,block 2,151,0.881,1
d8,brief,absent,block 2,152,3.562,1
d8,brief,homogeneous,block 2,153,0.851,1
d8,brief,heterogeneous,block 2,154,2.881,0
d8,brief,absent,block 2,155,2.422,1
d8,brief,homogeneous,block 2,156,0.952,1
d8,brief,absent,block 2,157,3.341,1
d8,brief,absent,block 2,158,3.212,1
d8,brief,absent,block 2,159,3.271,1
d8,brief,heterogeneous,block 2,160,2.972,0
d8,brief,absent,block 2,161,2.291,0
d8,brief,heterogeneous,block 2,162,2.342,0
d8,brief,homogeneous,block 2,163,0.902,1
d8,brief,homogeneous,block 2,164,0.891,1
d8,brief,homogeneous,block 2,165,0.581,1
d8,brief,absent,block 2,166,3.302,1
d8,brief,homogeneous,block 2,167,0.721,1
d8,brief,heterogeneous,block 2,168,3.561,1
d8,brief,absent,block 2,169,3.902,1
d8,brief,heterogeneous,block 2,170,3.571,0
d8,brief,absent,block 2,171,2.962,1
d8,brief,absent,block 2,172,2.751,1
d8,brief,homogeneous,block 2,173,0.892,1
d8,brief,absent,block 2,174,2.252,1
d8,brief,homogeneous,block 2,175,1.011,1
d8,brief,absent,block 2,176,2.382,1
d8,brief,homogeneous,block 2,177,0.661,1
d8,brief,heterogeneous,block 2,178,2.361,1
d8,brief,homogeneous,block 2,179,0.631,1
d8,brief,absent,block 2,180,1.762,1
d8,brief,homogeneous,block 2,181,0.581,1
d8,brief,absent,block 2,182,2.351,1
d8,brief,heterogeneous,block 2,183,3.142,0
d8,brief,heterogeneous,block 2,184,2.381,1
d8,brief,absent,block 2,185,2.392,0
d8,brief,absent,block 2,186,2.662,1
d8,brief,heterogeneous,block 2,187,2.941,0
d8,brief,homogeneous,block 2,188,0.972,1
d8,brief,absent,block 2,189,2.761,1
d8,brief,heterogeneous,block 2,190,2.421,0
d8,brief,absent,block 2,191,1.402,1
d8,brief,heterogeneous,block 2,192,1.712,0
d8,long,heterogeneous,block 1,1,12.153,0
d8,long,absent,block 1,2,16.003,1
d8,long,absent,block 1,3,11.832,1
d8,long,absent,block 1,4,20.853,1
d8,long,absent,block 1,5,14.692,0
d8,long,homogeneous,block 1,6,3.142,1
d8,long,absent,block 1,7,16.042,1
d8,long,absent,block 1,8,19.913,1
d8,long,absent,block 1,9,18.993,1
d8,long,absent,block 1,10,20.533,1
d8,long,homogeneous,block 1,11,7.612,1
d8,long,homogeneous,block 1,12,1.522,1
d8,long,absent,block 1,13,13.513,1
d8,long,homogeneous,block 1,14,1.312,1
d8,long,heterogeneous,block 1,15,6.531,1
d8,long,absent,block 1,16,18.623,1
d8,long,homogeneous,block 1,17,1.371,1
d8,long,absent,block 1,18,14.462,1
d8,long,absent,block 1,19,14.122,1
d8,long,absent,block 1,20,22.243,1
d8,long,absent,block 1,21,16.133,1
d8,long,heterogeneous,block 1,22,22.643,0
d8,long,heterogeneous,block 1,23,20.403,0
d8,long,absent,block 1,24,14.753,1
d8,long,homogeneous,block 1,25,1.852,1
d8,long,absent,block 1,26,21.624,1
d8,long,homogeneous,block 1,27,1.561,0
d8,long,absent,block 1,28,22.784,1
d8,long,homogeneous,block 1,29,2.491,1
d8,long,heterogeneous,block 1,30,2.352,1
d8,long,heterogeneous,block 1,31,14.453,0
d8,long,homogeneous,block 1,32,2.701,1
d8,long,absent,block 1,33,20.693,1
d8,long,heterogeneous,block 1,34,12.053,0
d8,long,absent,block 1,35,25.984,1
d8,long,heterogeneous,block 1,36,18.983,0
d8,long,absent,block 1,37,4.591,1
d8,long,absent,block 1,38,29.434,1
d8,long,absent,block 1,39,31.043,1
d8,long,absent,block 1,40,24.184,1
d8,long,homogeneous,block 1,41,1.921,1
d8,long,heterogeneous,block 1,42,25.394,0
d8,long,homogeneous,block 1,43,1.372,1
d8,long,absent,block 1,44,34.164,1
d8,long,absent,block 1,45,39.865,1
d8,long,heterogeneous,block 1,46,26.884,0
d8,long,homogeneous,block 1,47,1.682,1
d8,long,absent,block 1,48,38.464,1
d8,long,homogeneous,block 1,49,1.352,1
d8,long,absent,block 1,50,21.663,1
d8,long,absent,block 1,51,24.184,1
d8,long,homogeneous,block 1,52,1.262,1
d8,long,heterogeneous,block 1,53,24.143,0
d8,long,heterogeneous,block 1,54,6.132,1
d8,long,homogeneous,block 1,55,1.841,1
d8,long,heterogeneous,block 1,56,21.003,0
d8,long,absent,block 1,57,37.564,1
d8,long,absent,block 1,58,32.045,1
d8,long,absent,block 1,59,28.334,1
d8,long,absent,block 1,60,28.144,1
d8,long,absent,block 1,61,27.073,1
d8,long,homogeneous,block 1,62,1.451,1
d8,long,homogeneous,block 1,63,2.072,1
d8,long,heterogeneous,block 1,64,22.123,1
d8,long,homogeneous,block 1,65,1.211,1
d8,long,absent,block 1,66,11.532,1
d8,long,homogeneous,block 1,67,1.252,1
d8,long,heterogeneous,block 1,68,21.694,0
d8,long,heterogeneous,block 1,69,31.834,0
d8,long,heterogeneous,block 1,70,33.184,0
d8,long,absent,block 1,71,50.776,1
d8,long,absent,block 1,72,38.745,1
d8,long,absent,block 1,73,25.853,1
d8,long,homogeneous,block 1,74,1.791,1
d8,long,homogeneous,block 1,75,2.101,1
d8,long,absent,block 1,76,25.834,1
d8,long,heterogeneous,block 1,77,28.284,0
d8,long,absent,block 1,78,24.094,1
d8,long,absent,block 1,79,26.273,1
d8,long,absent,block 1,80,31.044,1
d8,long,absent,block 1,81,18.643,1
d8,long,homogeneous,block 1,82,1.342,1
d8,long,absent,block 1,83,23.603,1
d8,long,heterogeneous,block 1,84,19.023,0
d8,long,homogeneous,block 1,85,1.091,1
d8,long,heterogeneous,block 1,86,23.674,1
d8,long,heterogeneous,block 1,87,48.965,0
d8,long,absent,block 1,88,49.395,1
d8,long,absent,block 1,89,31.954,1
d8,long,absent,block 1,90,27.904,1
d8,long,homogeneous,block 1,91,4.432,1
d8,long,absent,block 1,92,30.284,1
d8,long,heterogeneous,block 1,93,39.834,0
d8,long,heterogeneous,block 1,94,11.852,1
d8,long,heterogeneous,block 1,95,17.693,1
d8,long,absent,block 1,96,28.504,1
d9,brief,absent,block 1,1,2.541,1
d9,brief,absent,block 1,2,3.091,1
d9,brief,heterogeneous,block 1,3,2.222,1
d9,brief,heterogeneous,block 1,4,2.792,0
d9,brief,absent,block 1,5,3.021,1
d9,brief,heterogeneous,block 1,6,1.951,1
d9,brief,homogeneous,block 1,7,1.522,1
d9,brief,absent,block 1,8,2.252,1
d9,brief,absent,block 1,9,2.511,1
d9,brief,homogeneous,block 1,10,0.941,1
d9,brief,homogeneous,block 1,11,0.691,1
d9,brief,absent,block 1,12,2.322,1
d9,brief,homogeneous,block 1,13,0.742,1
d9,brief,homogeneous,block 1,14,1.221,1
d9,brief,homogeneous,block 1,15,0.711,1
d9,brief,homogeneous,block 1,16,0.631,1
d9,brief,absent,block 1,17,2.002,1
d9,brief,heterogeneous,block 1,18,2.211,0
d9,brief,absent,block 1,19,2.151,1
d9,brief,heterogeneous,block 1,20,1.682,0
d9,brief,heterogeneous,block 1,21,1.992,0
d9,brief,absent,block 1,22,2.262,1
d9,brief,absent,block 1,23,1.521,1
d9,brief,homogeneous,block 1,24,0.821,1
d9,brief,absent,block 1,25,1.161,1
d9,brief,absent,block 1,26,1.212,1
d9,brief,absent,block 1,27,2.221,1
d9,brief,heterogeneous,block 1,28,1.431,0
d9,brief,heterogeneous,block 1,29,2.731,0
d9,brief,heterogeneous,block 1,30,2.552,0
d9,brief,absent,block 1,31,2.641,1
d9,brief,homogeneous,block 1,32,0.891,1
d9,brief,absent,block 1,33,2.461,0
d9,brief,absent,block 1,34,1.611,1
d9,brief,heterogeneous,block 1,35,1.111,0
d9,brief,absent,block 1,36,2.621,1
d9,brief,heterogeneous,block 1,37,1.772,0
d9,brief,absent,block 1,38,2.352,1
d9,brief,homogeneous,block 1,39,0.821,1
d9,brief,absent,block 1,40,2.561,1
d9,brief,absent,block 1,41,2.422,1
d9,brief,absent,block 1,42,1.362,1
d9,brief,absent,block 1,43,1.661,1
d9,brief,heterogeneous,block 1,44,1.271,0
d9,brief,absent,block 1,45,2.282,1
d9,brief,heterogeneous,block 1,46,1.502,0
d9,brief,absent,block 1,47,2.971,1
d9,brief,absent,block 1,48,2.561,1
d9,brief,absent,block 1,49,1.912,1
d9,brief,absent,block 1,50,2.351,1
d9,brief,heterogeneous,block 1,51,2.441,0
d9,brief,absent,block 1,52,2.462,1
d9,brief,absent,block 1,53,2.382,1
d9,brief,absent,block 1,54,2.101,1
d9,brief,absent,block 1,55,1.751,1
d9,brief,heterogeneous,block 1,56,1.272,0
d9,brief,heterogeneous,block 1,57,2.471,0
d9,brief,absent,block 1,58,2.382,1
d9,brief,homogeneous,block 1,59,1.062,1
d9,brief,absent,block 1,60,1.771,1
d9,brief,homogeneous,block 1,61,0.631,1
d9,brief,absent,block 1,62,1.751,0
d9,brief,homogeneous,block 1,63,0.951,1
d9,brief,heterogeneous,block 1,64,2.082,0
d9,brief,homogeneous,block 1,65,0.611,1
d9,brief,absent,block 1,66,2.621,1
d9,brief,homogeneous,block 1,67,0.881,1
d9,brief,absent,block 1,68,1.892,1
d9,brief,heterogeneous,block 1,69,1.671,0
d9,brief,homogeneous,block 1,70,0.701,1
d9,brief,heterogeneous,block 1,71,1.911,0
d9,brief,absent,block 1,72,2.652,1
d9,brief,absent,block 1,73,2.401,1
d9,brief,homogeneous,block 1,74,0.661,1
d9,brief,heterogeneous,block 1,75,2.201,0
d9,brief,heterogeneous,block 1,76,1.592,0
d9,brief,homogeneous,block 1,77,0.852,1
d9,brief,homogeneous,block 1,78,0.651,1
d9,brief,homogeneous,block 1,79,0.591,1
d9,brief,homogeneous,block 1,80,0.731,1
d9,brief,heterogeneous,block 1,81,1.641,0
d9,brief,absent,block 1,82,2.622,1
d9,brief,absent,block 1,83,1.921,1
d9,brief,absent,block 1,84,1.571,0
d9,brief,absent,block 1,85,1.181,1
d9,brief,absent,block 1,86,1.712,1
d9,brief,absent,block 1,87,1.411,1
d9,brief,absent,block 1,88,1.911,1
d9,brief,homogeneous,block 1,89,0.821,1
d9,brief,heterogeneous,block 1,90,1.692,0
d9,brief,absent,block 1,91,2.002,1
d9,brief,homogeneous,block 1,92,0.771,1
d9,brief,absent,block 1,93,1.791,1
d9,brief,homogeneous,block 1,94,0.851,1
d9,brief,absent,block 1,95,1.522,1
d9,brief,heterogeneous,block 1,96,1.411,0
d9,long,absent,block 2,97,4.681,1
d9,long,absent,block 2,98,2.852,1
d9,long,heterogeneous,block 2,99,3.151,0
d9,long,homogeneous,block 2,100,0.741,1
d9,long,homogeneous,block 2,101,0.652,1
d9,long,homogeneous,block 2,102,0.702,1
d9,long,absent,block 2,103,5.051,0
d9,long,heterogeneous,block 2,104,4.691,1
d9,long,absent,block 2,105,4.561,1
d9,long,absent,block 2,106,3.071,1
d9,long,heterogeneous,block 2,107,3.892,0
d9,long,absent,block 2,108,4.331,1
d9,long,absent,block 2,109,3.972,1
d9,long,homogeneous,block 2,110,0.972,1
d9,long,homogeneous,block 2,111,1.201,1
d9,long,heterogeneous,block 2,112,3.931,0
d9,long,absent,block 2,113,4.352,1
d9,long,homogeneous,block 2,114,0.591,1
d9,long,absent,block 2,115,2.931,1
d9,long,absent,block 2,116,2.701,1
d9,long,homogeneous,block 2,117,0.671,1
d9,long,homogeneous,block 2,118,0.721,1
d9,long,absent,block 2,119,4.131,1
d9,long,homogeneous,block 2,120,0.821,1
d9,long,absent,block 2,121,4.772,1
d9,long,heterogeneous,block 2,122,5.021,0
d9,long,absent,block 2,123,4.362,1
d9,long,heterogeneous,block 2,124,4.611,0
d9,long,absent,block 2,125,4.882,1
d9,long,homogeneous,block 2,126,0.832,1
d9,long,heterogeneous,block 2,127,3.661,0
d9,long,absent,block 2,128,3.581,1
d9,long,absent,block 2,129,4.502,1
d9,long,heterogeneous,block 2,130,4.631,0
d9,long,homogeneous,block 2,131,0.742,1
d9,long,heterogeneous,block 2,132,4.101,0
d9,long,absent,block 2,133,3.241,1
d9,long,homogeneous,block 2,134,0.752,1
d9,long,absent,block 2,135,2.921,1
d9,long,heterogeneous,block 2,136,2.781,0
d9,long,absent,block 2,137,3.632,1
d9,long,absent,block 2,138,4.142,1
d9,long,absent,block 2,139,4.491,1
d9,long,heterogeneous,block 2,140,4.162,0
d9,long,homogeneous,block 2,141,0.722,1
d9,long,absent,block 2,142,3.741,1
d9,long,absent,block 2,143,4.222,1
d9,long,absent,block 2,144,3.932,1
d9,long,absent,block 2,145,3.221,1
d9,long,homogeneous,block 2,146,0.671,1
d9,long,absent,block 2,147,4.622,1
d9,long,absent,block 2,148,4.261,1
d9,long,homogeneous,block 2,149,0.522,1
d9,long,homogeneous,block 2,150,0.852,1
d9,long,heterogeneous,block 2,151,5.391,0
d9,long,absent,block 2,152,4.872,1
d9,long,homogeneous,block 2,153,0.801,1
d9,long,absent,block 2,154,3.641,1
d9,long,absent,block 2,155,5.192,1
d9,long,absent,block 2,156,4.431,1
d9,long,heterogeneous,block 2,157,1.321,1
d9,long,heterogeneous,block 2,158,4.162,0
d9,long,absent,block 2,159,3.201,1
d9,long,homogeneous,block 2,160,0.601,1
d9,long,absent,block 2,161,4.082,1
d9,long,absent,block 2,162,3.711,1
d9,long,absent,block 2,163,3.361,1
d9,long,homogeneous,block 2,164,0.961,1
d9,long,heterogeneous,block 2,165,1.711,1
d9,long,absent,block 2,166,3.571,1
d9,long,absent,block 2,167,2.581,1
d9,long,absent,block 2,168,2.682,1
d9,long,absent,block 2,169,4.361,1
d9,long,absent,block 2,170,4.511,1
d9,long,absent,block 2,171,3.331,1
d9,long,heterogeneous,block 2,172,2.941,1
d9,long,heterogeneous,block 2,173,4.582,0
d9,long,heterogeneous,block 2,174,5.831,0
d9,long,homogeneous,block 2,175,0.942,1
d9,long,absent,block 2,176,3.512,1
d9,long,absent,block 2,177,3.351,1
d9,long,absent,block 2,178,4.172,1
d9,long,homogeneous,block 2,179,0.601,1
d9,long,absent,block 2,180,4.321,1
d9,long,absent,block 2,181,3.521,1
d9,long,absent,block 2,182,3.672,1
d9,long,heterogeneous,block 2,183,5.112,0
d9,long,heterogeneous,block 2,184,3.782,0
d9,long,heterogeneous,block 2,185,4.271,0
d9,long,homogeneous,block 2,186,0.781,1
d9,long,heterogeneous,block 2,187,3.882,0
d9,long,homogeneous,block 2,188,0.661,1
d9,long,heterogeneous,block 2,189,2.531,0
d9,long,absent,block 2,190,4.892,1
d9,long,homogeneous,block 2,191,0.801,1
d9,long,heterogeneous,block 2,192,4.611,0
d10,brief,heterogeneous,block 2,97,3.841,0
d10,brief,heterogeneous,block 2,98,1.121,1
d10,brief,homogeneous,block 2,99,0.701,1
d10,brief,homogeneous,block 2,100,0.802,1
d10,brief,homogeneous,block 2,101,1.132,1
d10,brief,absent,block 2,102,1.041,1
d10,brief,heterogeneous,block 2,103,1.461,0
d10,brief,absent,block 2,104,1.891,1
d10,brief,homogeneous,block 2,105,0.832,1
d10,brief,heterogeneous,block 2,106,1.202,0
d10,brief,homogeneous,block 2,107,1.101,1
d10,brief,heterogeneous,block 2,108,1.971,0
d10,brief,absent,block 2,109,1.881,1
d10,brief,homogeneous,block 2,110,1.002,1
d10,brief,homogeneous,block 2,111,0.671,1
d10,brief,homogeneous,block 2,112,0.711,1
d10,brief,absent,block 2,113,2.051,1
d10,brief,absent,block 2,114,1.922,0
d10,brief,absent,block 2,115,2.122,1
d10,brief,absent,block 2,116,2.031,1
d10,brief,heterogeneous,block 2,117,2.661,0
d10,brief,absent,block 2,118,1.792,1
d10,brief,absent,block 2,119,1.472,1
d10,brief,absent,block 2,120,1.361,0
d10,brief,absent,block 2,121,0.131,1
d10,brief,heterogeneous,block 2,122,1.922,0
d10,brief,absent,block 2,123,2.202,0
d10,brief,absent,block 2,124,1.901,1
d10,brief,heterogeneous,block 2,125,2.681,0
