condition	 subNum	 trialNo	 fixNo	 xFix	 xFixFlip	 yFix	 targSide	 easySide	 accuracy	 RT
tex	 5	 44	 6	 851	 -109	 432	 hard	 right	 1	 6.492
tex	 5	 44	 7	 828	 -132	 254	 hard	 right	 1	 6.492
tex	 5	 44	 8	 640	 -320	 248	 hard	 right	 1	 6.492
tex	 5	 44	 9	 1400	 440	 306	 hard	 right	 1	 6.492
tex	 5	 44	 10	 1344	 384	 744	 hard	 right	 1	 6.492
tex	 5	 44	 11	 1051	 91	 554	 hard	 right	 1	 6.492
tex	 5	 44	 12	 1082	 122	 366	 hard	 right	 1	 6.492
tex	 5	 44	 13	 670	 -290	 324	 hard	 right	 1	 6.492
tex	 5	 44	 14	 611	 -349	 344	 hard	 right	 1	 6.492
tex	 5	 44	 15	 477	 -483	 504	 hard	 right	 1	 6.492
tex	 5	 44	 16	 961	 1	 767	 hard	 right	 1	 6.492
tex	 5	 44	 17	 819	 -141	 903	 hard	 right	 1	 6.492
tex	 5	 44	 18	 815	 -145	 667	 hard	 right	 1	 6.492
tex	 5	 44	 19	 695	 -265	 785	 hard	 right	 1	 6.492
tex	 5	 44	 20	 904	 -56	 683	 hard	 right	 1	 6.492
tex	 5	 44	 21	 1511	 551	 818	 hard	 right	 1	 6.492
tex	 5	 44	 22	 1404	 444	 855	 hard	 right	 1	 6.492
tex	 5	 44	 23	 662	 -298	 876	 hard	 right	 1	 6.492
tex	 5	 44	 24	 659	 -301	 385	 hard	 right	 1	 6.492
tex	 5	 45	 1	 967	 -7	 549	 easy	 left	 1	 4.910
tex	 5	 45	 2	 956	 4	 438	 easy	 left	 1	 4.910
tex	 5	 45	 3	 945	 15	 244	 easy	 left	 1	 4.910
tex	 5	 45	 4	 518	 442	 288	 easy	 left	 1	 4.910
tex	 5	 45	 5	 1125	 -165	 373	 easy	 left	 1	 4.910
tex	 5	 45	 6	 1023	 -63	 531	 easy	 left	 1	 4.910
tex	 5	 45	 7	 1085	 -125	 372	 easy	 left	 1	 4.910
tex	 5	 45	 8	 1282	 -322	 288	 easy	 left	 1	 4.910
tex	 5	 45	 9	 1465	 -505	 296	 easy	 left	 1	 4.910
tex	 5	 45	 10	 1174	 -214	 391	 easy	 left	 1	 4.910
tex	 5	 45	 11	 1127	 -167	 404	 easy	 left	 1	 4.910
tex	 5	 45	 12	 554	 406	 442	 easy	 left	 1	 4.910
tex	 5	 45	 13	 1007	 -47	 565	 easy	 left	 1	 4.910
tex	 5	 45	 14	 1182	 -222	 734	 easy	 left	 1	 4.910
tex	 5	 45	 15	 1150	 -190	 887	 easy	 left	 1	 4.910
tex	 5	 45	 16	 959	 1	 495	 easy	 left	 1	 4.910
tex	 5	 45	 17	 532	 428	 645	 easy	 left	 1	 4.910
tex	 5	 45	 18	 628	 332	 880	 easy	 left	 1	 4.910
tex	 5	 45	 19	 1297	 -337	 629	 easy	 left	 1	 4.910
tex	 5	 46	 1	 965	 5	 542	 easy	 right	 1	 0.735
tex	 5	 46	 2	 1069	 109	 811	 easy	 right	 1	 0.735
tex	 5	 47	 1	 960	 0	 549	 hard	 left	 1	 1.717
tex	 5	 47	 2	 997	 -37	 576	 hard	 left	 1	 1.717
tex	 5	 47	 3	 1177	 -217	 909	 hard	 left	 1	 1.717
tex	 5	 47	 4	 1193	 -233	 275	 hard	 left	 1	 1.717
tex	 5	 47	 5	 1124	 -164	 887	 hard	 left	 1	 1.717
tex	 5	 47	 6	 1101	 -141	 877	 hard	 left	 1	 1.717
tex	 5	 48	 1	 952	 8	 518	 easy	 left	 1	 6.493
tex	 5	 48	 2	 1036	 -76	 774	 easy	 left	 1	 6.493
tex	 5	 48	 3	 945	 15	 457	 easy	 left	 1	 6.493
tex	 5	 48	 4	 913	 47	 318	 easy	 left	 1	 6.493
tex	 5	 48	 5	 696	 264	 236	 easy	 left	 1	 6.493
tex	 5	 48	 6	 1119	 -159	 486	 easy	 left	 1	 6.493
tex	 5	 48	 7	 1208	 -248	 871	 easy	 left	 1	 6.493
tex	 5	 48	 8	 715	 245	 807	 easy	 left	 1	 6.493
tex	 5	 48	 9	 1296	 -336	 290	 easy	 left	 1	 6.493
tex	 5	 48	 10	 1079	 -119	 340	 easy	 left	 1	 6.493
tex	 5	 48	 11	 587	 373	 361	 easy	 left	 1	 6.493
tex	 5	 48	 12	 1115	 -155	 598	 easy	 left	 1	 6.493
tex	 5	 48	 13	 1149	 -189	 474	 easy	 left	 1	 6.493
tex	 5	 48	 14	 1445	 -485	 689	 easy	 left	 1	 6.493
tex	 5	 48	 15	 731	 229	 672	 easy	 left	 1	 6.493
tex	 5	 48	 16	 1027	 -67	 862	 easy	 left	 1	 6.493
tex	 5	 48	 17	 1189	 -229	 811	 easy	 left	 1	 6.493
tex	 5	 48	 18	 1068	 -108	 383	 easy	 left	 1	 6.493
tex	 5	 48	 19	 691	 269	 556	 easy	 left	 1	 6.493
tex	 5	 48	 20	 514	 446	 511	 easy	 left	 1	 6.493
tex	 5	 48	 21	 459	 501	 781	 easy	 left	 1	 6.493
tex	 5	 48	 22	 474	 486	 960	 easy	 left	 1	 6.493
tex	 5	 48	 23	 1434	 -474	 290	 easy	 left	 1	 6.493
tex	 5	 48	 24	 1455	 -495	 225	 easy	 left	 1	 6.493
tex	 5	 49	 1	 959	 1	 525	 easy	 left	 1	 5.534
tex	 5	 49	 2	 913	 47	 280	 easy	 left	 1	 5.534
tex	 5	 49	 3	 1311	 -351	 266	 easy	 left	 1	 5.534
tex	 5	 49	 4	 1356	 -396	 612	 easy	 left	 1	 5.534
tex	 5	 49	 5	 1486	 -526	 481	 easy	 left	 1	 5.534
tex	 5	 49	 6	 1086	 -126	 518	 easy	 left	 1	 5.534
tex	 5	 49	 7	 1151	 -191	 901	 easy	 left	 1	 5.534
tex	 5	 49	 8	 937	 23	 523	 easy	 left	 1	 5.534
tex	 5	 49	 9	 489	 471	 492	 easy	 left	 1	 5.534
tex	 5	 49	 10	 806	 154	 241	 easy	 left	 1	 5.534
tex	 5	 49	 11	 1108	 -148	 274	 easy	 left	 1	 5.534
tex	 5	 49	 12	 1044	 -84	 516	 easy	 left	 1	 5.534
tex	 5	 49	 13	 1018	 -58	 377	 easy	 left	 1	 5.534
tex	 5	 49	 14	 1311	 -351	 801	 easy	 left	 1	 5.534
tex	 5	 49	 15	 1177	 -217	 839	 easy	 left	 1	 5.534
tex	 5	 49	 16	 718	 242	 805	 easy	 left	 1	 5.534
tex	 5	 49	 17	 658	 302	 291	 easy	 left	 1	 5.534
tex	 5	 49	 18	 588	 372	 500	 easy	 left	 1	 5.534
tex	 5	 49	 19	 1128	 -168	 836	 easy	 left	 1	 5.534
tex	 5	 49	 20	 1108	 -148	 367	 easy	 left	 1	 5.534
tex	 5	 50	 1	 963	 3	 546	 hard	 right	 1	 6.950
tex	 5	 50	 2	 851	 -109	 452	 hard	 right	 1	 6.950
tex	 5	 50	 3	 805	 -155	 462	 hard	 right	 1	 6.950
tex	 5	 50	 4	 555	 -405	 246	 hard	 right	 1	 6.950
tex	 5	 50	 5	 1283	 323	 626	 hard	 right	 1	 6.950
tex	 5	 50	 6	 1309	 349	 247	 hard	 right	 1	 6.950
tex	 5	 50	 7	 808	 -152	 396	 hard	 right	 1	 6.950
tex	 5	 50	 8	 648	 -312	 791	 hard	 right	 1	 6.950
tex	 5	 50	 9	 902	 -58	 791	 hard	 right	 1	 6.950
tex	 5	 50	 10	 889	 -71	 485	 hard	 right	 1	 6.950
tex	 5	 50	 11	 796	 -164	 433	 hard	 right	 1	 6.950
tex	 5	 50	 12	 1189	 229	 425	 hard	 right	 1	 6.950
tex	 5	 50	 13	 1336	 376	 650	 hard	 right	 1	 6.950
tex	 5	 50	 14	 1281	 321	 390	 hard	 right	 1	 6.950
tex	 5	 50	 15	 1026	 66	 696	 hard	 right	 1	 6.950
tex	 5	 50	 16	 1278	 318	 907	 hard	 right	 1	 6.950
tex	 5	 50	 17	 801	 -159	 455	 hard	 right	 1	 6.950
tex	 5	 50	 18	 538	 -422	 805	 hard	 right	 1	 6.950
tex	 5	 50	 19	 900	 -60	 721	 hard	 right	 1	 6.950
tex	 5	 50	 20	 843	 -117	 443	 hard	 right	 1	 6.950
tex	 5	 50	 21	 812	 -148	 449	 hard	 right	 1	 6.950
tex	 5	 50	 22	 893	 -67	 822	 hard	 right	 1	 6.950
tex	 5	 50	 23	 854	 -106	 684	 hard	 right	 1	 6.950
tex	 5	 50	 24	 572	 -388	 750	 hard	 right	 1	 6.950
tex	 5	 50	 25	 1294	 334	 562	 hard	 right	 1	 6.950
tex	 5	 51	 1	 967	 -7	 532	 hard	 left	 1	 2.637
tex	 5	 51	 2	 1077	 -117	 500	 hard	 left	 1	 2.637
tex	 5	 51	 3	 558	 402	 426	 hard	 left	 1	 2.637
tex	 5	 51	 4	 494	 466	 435	 hard	 left	 1	 2.637
tex	 5	 51	 5	 1336	 -376	 247	 hard	 left	 1	 2.637
tex	 5	 51	 6	 1235	 -275	 570	 hard	 left	 1	 2.637
tex	 5	 51	 7	 1086	 -126	 754	 hard	 left	 1	 2.637
tex	 5	 51	 8	 1124	 -164	 694	 hard	 left	 1	 2.637
tex	 5	 51	 9	 1072	 -112	 781	 hard	 left	 1	 2.637
tex	 5	 51	 10	 1097	 -137	 755	 hard	 left	 1	 2.637
tex	 5	 52	 1	 974	 -14	 539	 easy	 left	 1	 6.343
tex	 5	 52	 2	 908	 52	 719	 easy	 left	 1	 6.343
tex	 5	 52	 3	 1139	 -179	 692	 easy	 left	 1	 6.343
tex	 5	 52	 4	 1184	 -224	 307	 easy	 left	 1	 6.343
tex	 5	 52	 5	 1050	 -90	 509	 easy	 left	 1	 6.343
tex	 5	 52	 6	 540	 420	 450	 easy	 left	 1	 6.343
tex	 5	 52	 7	 997	 -37	 789	 easy	 left	 1	 6.343
tex	 5	 52	 8	 1235	 -275	 772	 easy	 left	 1	 6.343
tex	 5	 52	 9	 1446	 -486	 817	 easy	 left	 1	 6.343
tex	 5	 52	 10	 815	 145	 293	 easy	 left	 1	 6.343
tex	 5	 52	 11	 1105	 -145	 370	 easy	 left	 1	 6.343
tex	 5	 52	 12	 1382	 -422	 366	 easy	 left	 1	 6.343
tex	 5	 52	 13	 1210	 -250	 621	 easy	 left	 1	 6.343
tex	 5	 52	 14	 1427	 -467	 212	 easy	 left	 1	 6.343
tex	 5	 52	 15	 624	 336	 481	 easy	 left	 1	 6.343
tex	 5	 52	 16	 1032	 -72	 743	 easy	 left	 1	 6.343
tex	 5	 52	 17	 1136	 -176	 699	 easy	 left	 1	 6.343
tex	 5	 52	 18	 939	 21	 507	 easy	 left	 1	 6.343
tex	 5	 52	 19	 1107	 -147	 498	 easy	 left	 1	 6.343
tex	 5	 52	 20	 690	 270	 766	 easy	 left	 1	 6.343
tex	 5	 52	 21	 1311	 -351	 752	 easy	 left	 1	 6.343
tex	 5	 53	 1	 959	 1	 534	 hard	 left	 1	 5.529
tex	 5	 53	 2	 1015	 -55	 454	 hard	 left	 1	 5.529
tex	 5	 53	 3	 987	 -27	 401	 hard	 left	 1	 5.529
tex	 5	 53	 4	 1284	 -324	 455	 hard	 left	 1	 5.529
tex	 5	 53	 5	 1334	 -374	 831	 hard	 left	 1	 5.529
tex	 5	 53	 6	 1301	 -341	 193	 hard	 left	 1	 5.529
tex	 5	 53	 7	 1352	 -392	 225	 hard	 left	 1	 5.529
tex	 5	 53	 8	 1174	 -214	 585	 hard	 left	 1	 5.529
tex	 5	 53	 9	 1456	 -496	 883	 hard	 left	 1	 5.529
tex	 5	 53	 10	 1474	 -514	 877	 hard	 left	 1	 5.529
tex	 5	 53	 11	 1093	 -133	 703	 hard	 left	 1	 5.529
tex	 5	 53	 12	 594	 366	 735	 hard	 left	 1	 5.529
tex	 5	 53	 13	 639	 321	 916	 hard	 left	 1	 5.529
tex	 5	 53	 14	 470	 490	 891	 hard	 left	 1	 5.529
tex	 5	 53	 15	 525	 435	 317	 hard	 left	 1	 5.529
tex	 5	 53	 16	 606	 354	 420	 hard	 left	 1	 5.529
tex	 5	 53	 17	 1027	 -67	 468	 hard	 left	 1	 5.529
tex	 5	 53	 18	 1079	 -119	 712	 hard	 left	 1	 5.529
tex	 5	 53	 19	 1262	 -302	 429	 hard	 left	 1	 5.529
tex	 5	 53	 20	 1380	 -420	 256	 hard	 left	 1	 5.529
tex	 5	 53	 21	 1007	 -47	 288	 hard	 left	 1	 5.529
tex	 5	 53	 22	 1004	 -44	 495	 hard	 left	 1	 5.529
tex	 5	 54	 1	 973	 13	 539	 easy	 right	 1	 6.011
tex	 5	 54	 2	 883	 -77	 490	 easy	 right	 1	 6.011
tex	 5	 54	 3	 758	 -202	 555	 easy	 right	 1	 6.011
tex	 5	 54	 4	 571	 -389	 302	 easy	 right	 1	 6.011
tex	 5	 54	 5	 510	 -450	 271	 easy	 right	 1	 6.011
tex	 5	 54	 6	 741	 -219	 553	 easy	 right	 1	 6.011
tex	 5	 54	 7	 798	 -162	 338	 easy	 right	 1	 6.011
tex	 5	 54	 8	 716	 -244	 276	 easy	 right	 1	 6.011
tex	 5	 54	 9	 870	 -90	 218	 easy	 right	 1	 6.011
tex	 5	 54	 10	 691	 -269	 586	 easy	 right	 1	 6.011
tex	 5	 54	 11	 1144	 184	 528	 easy	 right	 1	 6.011
tex	 5	 54	 12	 1351	 391	 525	 easy	 right	 1	 6.011
tex	 5	 54	 13	 949	 -11	 871	 easy	 right	 1	 6.011
tex	 5	 54	 14	 561	 -399	 844	 easy	 right	 1	 6.011
tex	 5	 54	 15	 712	 -248	 498	 easy	 right	 1	 6.011
tex	 5	 54	 16	 638	 -322	 668	 easy	 right	 1	 6.011
tex	 5	 54	 17	 494	 -466	 640	 easy	 right	 1	 6.011
tex	 5	 54	 18	 849	 -111	 835	 easy	 right	 1	 6.011
tex	 5	 54	 19	 825	 -135	 760	 easy	 right	 1	 6.011
tex	 5	 54	 20	 1400	 440	 358	 easy	 right	 1	 6.011
tex	 5	 54	 21	 1128	 168	 697	 easy	 right	 1	 6.011
tex	 5	 54	 22	 736	 -224	 311	 easy	 right	 1	 6.011
tex	 5	 54	 23	 666	 -294	 454	 easy	 right	 1	 6.011
tex	 5	 55	 1	 957	 3	 517	 easy	 left	 1	 0.948
tex	 5	 55	 2	 766	 194	 756	 easy	 left	 1	 0.948
tex	 5	 55	 3	 733	 227	 838	 easy	 left	 1	 0.948
tex	 5	 56	 1	 964	 4	 528	 easy	 right	 1	 4.734
tex	 5	 56	 2	 747	 -213	 604	 easy	 right	 1	 4.734
tex	 5	 56	 3	 947	 -13	 707	 easy	 right	 1	 4.734
tex	 5	 56	 4	 1220	 260	 785	 easy	 right	 1	 4.734
tex	 5	 56	 5	 526	 -434	 493	 easy	 right	 1	 4.734
tex	 5	 56	 6	 590	 -370	 222	 easy	 right	 1	 4.734
tex	 5	 56	 7	 1041	 81	 235	 easy	 right	 1	 4.734
tex	 5	 56	 8	 789	 -171	 354	 easy	 right	 1	 4.734
tex	 5	 56	 9	 1381	 421	 381	 easy	 right	 1	 4.734
tex	 5	 56	 10	 1175	 215	 479	 easy	 right	 1	 4.734
tex	 5	 56	 11	 808	 -152	 499	 easy	 right	 1	 4.734
tex	 5	 56	 12	 896	 -64	 707	 easy	 right	 1	 4.734
tex	 5	 56	 13	 859	 -101	 684	 easy	 right	 1	 4.734
tex	 5	 56	 14	 485	 -475	 520	 easy	 right	 1	 4.734
tex	 5	 56	 15	 1372	 412	 582	 easy	 right	 1	 4.734
tex	 5	 56	 16	 1054	 94	 842	 easy	 right	 1	 4.734
tex	 5	 56	 17	 539	 -421	 837	 easy	 right	 1	 4.734
tex	 5	 56	 18	 625	 -335	 294	 easy	 right	 1	 4.734
tex	 5	 56	 19	 938	 -22	 331	 easy	 right	 1	 4.734
tex	 5	 57	 1	 971	 -11	 506	 hard	 left	 1	 5.657
tex	 5	 57	 2	 1049	 -89	 373	 hard	 left	 1	 5.657
tex	 5	 57	 3	 865	 95	 266	 hard	 left	 1	 5.657
tex	 5	 57	 4	 630	 330	 374	 hard	 left	 1	 5.657
tex	 5	 57	 5	 737	 223	 461	 hard	 left	 1	 5.657
tex	 5	 57	 6	 1148	 -188	 369	 hard	 left	 1	 5.657
tex	 5	 57	 7	 1284	 -324	 335	 hard	 left	 1	 5.657
tex	 5	 57	 8	 1065	 -105	 512	 hard	 left	 1	 5.657
tex	 5	 57	 9	 843	 117	 476	 hard	 left	 1	 5.657
tex	 5	 57	 10	 1007	 -47	 651	 hard	 left	 1	 5.657
tex	 5	 57	 11	 598	 362	 768	 hard	 left	 1	 5.657
tex	 5	 57	 12	 1261	 -301	 682	 hard	 left	 1	 5.657
tex	 5	 57	 13	 1375	 -415	 296	 hard	 left	 1	 5.657
tex	 5	 57	 14	 1255	 -295	 757	 hard	 left	 1	 5.657
tex	 5	 57	 15	 1274	 -314	 368	 hard	 left	 1	 5.657
tex	 5	 57	 16	 759	 201	 424	 hard	 left	 1	 5.657
tex	 5	 57	 17	 560	 400	 568	 hard	 left	 1	 5.657
tex	 5	 57	 18	 1133	 -173	 639	 hard	 left	 1	 5.657
tex	 5	 57	 19	 922	 38	 402	 hard	 left	 1	 5.657
tex	 5	 58	 1	 975	 15	 533	 hard	 right	 1	 4.799
tex	 5	 58	 2	 810	 -150	 397	 hard	 right	 1	 4.799
tex	 5	 58	 3	 623	 -337	 250	 hard	 right	 1	 4.799
tex	 5	 58	 4	 1028	 68	 578	 hard	 right	 1	 4.799
tex	 5	 58	 5	 937	 -23	 449	 hard	 right	 1	 4.799
tex	 5	 58	 6	 938	 -22	 746	 hard	 right	 1	 4.799
tex	 5	 58	 7	 1295	 335	 696	 hard	 right	 1	 4.799
tex	 5	 58	 8	 1401	 441	 287	 hard	 right	 1	 4.799
tex	 5	 58	 9	 1451	 491	 793	 hard	 right	 1	 4.799
tex	 5	 58	 10	 1055	 95	 636	 hard	 right	 1	 4.799
tex	 5	 58	 11	 1306	 346	 463	 hard	 right	 1	 4.799
tex	 5	 58	 12	 684	 -276	 408	 hard	 right	 1	 4.799
tex	 5	 58	 13	 606	 -354	 476	 hard	 right	 1	 4.799
tex	 5	 58	 14	 944	 -16	 652	 hard	 right	 1	 4.799
tex	 5	 58	 15	 664	 -296	 805	 hard	 right	 1	 4.799
tex	 5	 58	 16	 1357	 397	 611	 hard	 right	 1	 4.799
tex	 5	 58	 17	 1081	 121	 346	 hard	 right	 1	 4.799
tex	 5	 59	 1	 972	 -12	 516	 easy	 left	 1	 0.803
tex	 5	 59	 2	 612	 348	 750	 easy	 left	 1	 0.803
tex	 5	 59	 3	 558	 402	 748	 easy	 left	 1	 0.803
tex	 5	 59	 4	 570	 390	 742	 easy	 left	 1	 0.803
tex	 5	 60	 1	 961	 -1	 517	 easy	 left	 1	 4.320
tex	 5	 60	 2	 1101	 -141	 797	 easy	 left	 1	 4.320
tex	 5	 60	 3	 1413	 -453	 816	 easy	 left	 1	 4.320
tex	 5	 60	 4	 1316	 -356	 280	 easy	 left	 1	 4.320
tex	 5	 60	 5	 801	 159	 362	 easy	 left	 1	 4.320
tex	 5	 60	 6	 588	 372	 719	 easy	 left	 1	 4.320
tex	 5	 60	 7	 924	 36	 767	 easy	 left	 1	 4.320
tex	 5	 60	 8	 804	 156	 251	 easy	 left	 1	 4.320
tex	 5	 60	 9	 1106	 -146	 242	 easy	 left	 1	 4.320
tex	 5	 60	 10	 1304	 -344	 755	 easy	 left	 1	 4.320
tex	 5	 60	 11	 665	 295	 649	 easy	 left	 1	 4.320
tex	 5	 60	 12	 741	 219	 376	 easy	 left	 1	 4.320
tex	 5	 60	 13	 1114	 -154	 396	 easy	 left	 1	 4.320
tex	 5	 60	 14	 561	 399	 262	 easy	 left	 1	 4.320
tex	 5	 60	 15	 1203	 -243	 766	 easy	 left	 1	 4.320
tex	 5	 60	 16	 738	 222	 690	 easy	 left	 1	 4.320
tex	 5	 61	 1	 963	 -3	 525	 hard	 left	 1	 4.458
tex	 5	 61	 2	 942	 18	 322	 hard	 left	 1	 4.458
tex	 5	 61	 3	 1110	 -150	 254	 hard	 left	 1	 4.458
tex	 5	 61	 4	 698	 262	 294	 hard	 left	 1	 4.458
tex	 5	 61	 5	 660	 300	 287	 hard	 left	 1	 4.458
tex	 5	 61	 6	 1067	 -107	 613	 hard	 left	 1	 4.458
tex	 5	 61	 7	 1411	 -451	 802	 hard	 left	 1	 4.458
tex	 5	 61	 8	 1475	 -515	 881	 hard	 left	 1	 4.458
tex	 5	 61	 9	 1189	 -229	 308	 hard	 left	 1	 4.458
tex	 5	 61	 10	 903	 57	 520	 hard	 left	 1	 4.458
tex	 5	 61	 11	 633	 327	 703	 hard	 left	 1	 4.458
tex	 5	 61	 12	 595	 365	 833	 hard	 left	 1	 4.458
tex	 5	 61	 13	 1124	 -164	 520	 hard	 left	 1	 4.458
tex	 5	 61	 14	 1448	 -488	 280	 hard	 left	 1	 4.458
tex	 5	 61	 15	 1071	 -111	 625	 hard	 left	 1	 4.458
tex	 5	 61	 16	 674	 286	 625	 hard	 left	 1	 4.458
tex	 5	 61	 17	 811	 149	 462	 hard	 left	 1	 4.458
tex	 5	 62	 1	 960	 0	 527	 easy	 right	 1	 0.903
tex	 5	 62	 2	 836	 -124	 440	 easy	 right	 1	 0.903
tex	 5	 62	 3	 1414	 454	 424	 easy	 right	 1	 0.903
tex	 5	 63	 1	 955	 -5	 543	 easy	 right	 1	 0.650
tex	 5	 63	 2	 1277	 317	 600	 easy	 right	 1	 0.650
tex	 5	 63	 3	 1271	 311	 642	 easy	 right	 1	 0.650
tex	 5	 64	 1	 958	 -2	 551	 easy	 right	 1	 0.725
tex	 5	 64	 2	 1100	 140	 555	 easy	 right	 1	 0.725
tex	 5	 64	 3	 1319	 359	 602	 easy	 right	 1	 0.725
tex	 5	 65	 1	 974	 -14	 520	 hard	 left	 1	 3.619
tex	 5	 65	 2	 1223	 -263	 574	 hard	 left	 1	 3.619
tex	 5	 65	 3	 785	 175	 469	 hard	 left	 1	 3.619
tex	 5	 65	 4	 1284	 -324	 330	 hard	 left	 1	 3.619
tex	 5	 65	 5	 1419	 -459	 796	 hard	 left	 1	 3.619
tex	 5	 65	 6	 642	 318	 821	 hard	 left	 1	 3.619
tex	 5	 65	 7	 714	 246	 281	 hard	 left	 1	 3.619
tex	 5	 65	 8	 873	 87	 322	 hard	 left	 1	 3.619
tex	 5	 65	 9	 1286	 -326	 387	 hard	 left	 1	 3.619
tex	 5	 65	 10	 724	 236	 711	 hard	 left	 1	 3.619
tex	 5	 65	 11	 1113	 -153	 664	 hard	 left	 1	 3.619
tex	 5	 65	 12	 1015	 -55	 519	 hard	 left	 1	 3.619
tex	 5	 65	 13	 1261	 -301	 799	 hard	 left	 1	 3.619
tex	 5	 65	 14	 710	 250	 358	 hard	 left	 1	 3.619
tex	 5	 66	 1	 974	 14	 529	 hard	 right	 1	 1.532
tex	 5	 66	 2	 874	 -86	 620	 hard	 right	 1	 1.532
tex	 5	 66	 3	 602	 -358	 287	 hard	 right	 1	 1.532
tex	 5	 66	 4	 534	 -426	 252	 hard	 right	 1	 1.532
tex	 5	 66	 5	 1209	 249	 591	 hard	 right	 1	 1.532
tex	 5	 66	 6	 518	 -442	 219	 hard	 right	 1	 1.532
tex	 5	 66	 7	 535	 -425	 246	 hard	 right	 1	 1.532
tex	 5	 67	 1	 966	 6	 517	 easy	 right	 1	 4.135
tex	 5	 67	 2	 868	 -92	 430	 easy	 right	 1	 4.135
tex	 5	 67	 3	 1247	 287	 813	 easy	 right	 1	 4.135
tex	 5	 67	 4	 722	 -238	 783	 easy	 right	 1	 4.135
tex	 5	 67	 5	 668	 -292	 253	 easy	 right	 1	 4.135
tex	 5	 67	 6	 872	 -88	 373	 easy	 right	 1	 4.135
tex	 5	 67	 7	 481	 -479	 662	 easy	 right	 1	 4.135
tex	 5	 67	 8	 892	 -68	 590	 easy	 right	 1	 4.135
tex	 5	 67	 9	 911	 -49	 448	 easy	 right	 1	 4.135
tex	 5	 67	 10	 549	 -411	 889	 easy	 right	 1	 4.135
tex	 5	 67	 11	 939	 -21	 438	 easy	 right	 1	 4.135
tex	 5	 67	 12	 940	 -20	 572	 easy	 right	 1	 4.135
tex	 5	 67	 13	 851	 -109	 690	 easy	 right	 1	 4.135
tex	 5	 67	 14	 868	 -92	 343	 easy	 right	 1	 4.135
tex	 5	 67	 15	 1467	 507	 399	 easy	 right	 1	 4.135
tex	 5	 68	 1	 969	 9	 521	 hard	 right	 1	 1.001
tex	 5	 68	 2	 811	 -149	 400	 hard	 right	 1	 1.001
tex	 5	 68	 3	 779	 -181	 288	 hard	 right	 1	 1.001
tex	 5	 68	 4	 757	 -203	 275	 hard	 right	 1	 1.001
tex	 5	 69	 1	 973	 -13	 532	 easy	 left	 1	 5.083
tex	 5	 69	 2	 864	 96	 427	 easy	 left	 1	 5.083
tex	 5	 69	 3	 1207	 -247	 550	 easy	 left	 1	 5.083
tex	 5	 69	 4	 1098	 -138	 290	 easy	 left	 1	 5.083
tex	 5	 69	 5	 1365	 -405	 571	 easy	 left	 1	 5.083
tex	 5	 69	 6	 1246	 -286	 585	 easy	 left	 1	 5.083
tex	 5	 69	 7	 1248	 -288	 821	 easy	 left	 1	 5.083
tex	 5	 69	 8	 924	 36	 810	 easy	 left	 1	 5.083
tex	 5	 69	 9	 545	 415	 805	 easy	 left	 1	 5.083
tex	 5	 69	 10	 793	 167	 307	 easy	 left	 1	 5.083
tex	 5	 69	 11	 1351	 -391	 272	 easy	 left	 1	 5.083
tex	 5	 69	 12	 1323	 -363	 318	 easy	 left	 1	 5.083
tex	 5	 69	 13	 1269	 -309	 406	 easy	 left	 1	 5.083
tex	 5	 69	 14	 1487	 -527	 175	 easy	 left	 1	 5.083
tex	 5	 69	 15	 564	 396	 367	 easy	 left	 1	 5.083
tex	 5	 69	 16	 664	 296	 620	 easy	 left	 1	 5.083
tex	 5	 69	 17	 1180	 -220	 657	 easy	 left	 1	 5.083
tex	 5	 69	 18	 1374	 -414	 778	 easy	 left	 1	 5.083
tex	 5	 70	 1	 964	 4	 532	 easy	 right	 1	 0.663
tex	 5	 70	 2	 1364	 404	 685	 easy	 right	 1	 0.663
tex	 5	 71	 1	 965	 5	 543	 easy	 right	 1	 5.044
tex	 5	 71	 2	 1248	 288	 583	 easy	 right	 1	 5.044
tex	 5	 71	 3	 767	 -193	 514	 easy	 right	 1	 5.044
tex	 5	 71	 4	 664	 -296	 335	 easy	 right	 1	 5.044
tex	 5	 71	 5	 874	 -86	 550	 easy	 right	 1	 5.044
tex	 5	 71	 6	 551	 -409	 264	 easy	 right	 1	 5.044
tex	 5	 71	 7	 594	 -366	 902	 easy	 right	 1	 5.044
tex	 5	 71	 8	 566	 -394	 801	 easy	 right	 1	 5.044
tex	 5	 71	 9	 574	 -386	 367	 easy	 right	 1	 5.044
tex	 5	 71	 10	 588	 -372	 330	 easy	 right	 1	 5.044
tex	 5	 71	 11	 562	 -398	 525	 easy	 right	 1	 5.044
tex	 5	 71	 12	 558	 -402	 291	 easy	 right	 1	 5.044
tex	 5	 71	 13	 630	 -330	 326	 easy	 right	 1	 5.044
tex	 5	 71	 14	 600	 -360	 352	 easy	 right	 1	 5.044
tex	 5	 71	 15	 551	 -409	 516	 easy	 right	 1	 5.044
tex	 5	 71	 16	 1213	 253	 540	 easy	 right	 1	 5.044
tex	 5	 71	 17	 1498	 538	 255	 easy	 right	 1	 5.044
tex	 5	 71	 18	 901	 -59	 868	 easy	 right	 1	 5.044
tex	 5	 71	 19	 994	 34	 421	 easy	 right	 1	 5.044
tex	 5	 72	 1	 981	 -21	 535	 easy	 left	 1	 3.717
tex	 5	 72	 2	 1019	 -59	 540	 easy	 left	 1	 3.717
